,full_name,scene,actor,obj,action,direct,dis,intensity,video_fn
21,castle_man_man_stand_front_push_4_180_2_1.0,castle,man,man,stand_front_push_4,180,2,1,928853720412971008_858006639337472_Kai_2022-08-26_23-19-39_1920x1080
22,castle_man_man_stand_front_push_4_180_4_0.2,castle,man,man,stand_front_push_4,180,4,0.2,928853720412971008_858006639337472_Kai_2022-08-26_23-20-31_1920x1080
23,castle_man_man_stand_front_push_4_180_4_0.6,castle,man,man,stand_front_push_4,180,4,0.6,928853720412971008_858006639337472_Kai_2022-08-26_23-20-56_1920x1080
24,castle_man_man_stand_front_push_4_180_4_1.0,castle,man,man,stand_front_push_4,180,4,1,928853720412971008_858006639337472_Kai_2022-08-26_23-21-08_1920x1080
25,castle_man_man_stand_front_push_4_180_8_0.2,castle,man,man,stand_front_push_4,180,8,0.2,928853720412971008_858006639337472_Kai_2022-08-26_23-22-03_1920x1080
26,castle_man_man_stand_front_push_4_180_8_0.6,castle,man,man,stand_front_push_4,180,8,0.6,928853720412971008_858006639337472_Kai_2022-08-26_23-22-13_1920x1080
27,castle_man_man_stand_front_push_4_180_8_1.0,castle,man,man,stand_front_push_4,180,8,1,928853720412971008_858006639337472_Kai_2022-08-26_23-22-22_1920x1080
28,castle_man_man_stand_front_push_4_270_2_0.2,castle,man,man,stand_front_push_4,270,2,0.2,928853720412971008_858006639337472_Kai_2022-08-26_23-23-23_1920x1080
29,castle_man_man_stand_front_push_4_270_2_0.6,castle,man,man,stand_front_push_4,270,2,0.6,928853720412971008_858006639337472_Kai_2022-08-26_23-23-42_1920x1080
30,castle_man_man_stand_front_push_4_270_2_1.0,castle,man,man,stand_front_push_4,270,2,1,928853720412971008_858006639337472_Kai_2022-08-26_23-23-53_1920x1080
31,castle_man_man_stand_front_push_4_270_4_0.2,castle,man,man,stand_front_push_4,270,4,0.2,928853720412971008_858006639337472_Kai_2022-08-26_23-24-31_1920x1080
32,castle_man_man_stand_front_push_4_270_4_0.6,castle,man,man,stand_front_push_4,270,4,0.6,928853720412971008_858006639337472_Kai_2022-08-26_23-24-40_1920x1080
33,castle_man_man_stand_front_push_4_270_4_1.0,castle,man,man,stand_front_push_4,270,4,1,928853720412971008_858006639337472_Kai_2022-08-26_23-24-52_1920x1080
34,castle_man_man_stand_front_push_4_270_8_0.2,castle,man,man,stand_front_push_4,270,8,0.2,928853720412971008_858006639337472_Kai_2022-08-26_23-25-35_1920x1080
35,castle_man_man_stand_front_push_4_270_8_0.6,castle,man,man,stand_front_push_4,270,8,0.6,928853720412971008_858006639337472_Kai_2022-08-26_23-25-46_1920x1080
36,castle_man_man_stand_front_push_4_270_8_1.0,castle,man,man,stand_front_push_4,270,8,1,928853720412971008_858006639337472_Kai_2022-08-26_23-27-06_1920x1080
37,castle_man_man_run_front_jump_1_0_2_0.2,castle,man,man,run_front_jump_1,0,2,0.2,
38,castle_man_man_run_front_jump_1_0_2_0.6,castle,man,man,run_front_jump_1,0,2,0.6,
39,castle_man_man_run_front_jump_1_0_2_1.0,castle,man,man,run_front_jump_1,0,2,1,
40,castle_man_man_run_front_jump_1_0_4_0.2,castle,man,man,run_front_jump_1,0,4,0.2,
41,castle_man_man_run_front_jump_1_0_4_0.6,castle,man,man,run_front_jump_1,0,4,0.6,
42,castle_man_man_run_front_jump_1_0_4_1.0,castle,man,man,run_front_jump_1,0,4,1,
43,castle_man_man_run_front_jump_1_0_8_0.2,castle,man,man,run_front_jump_1,0,8,0.2,
44,castle_man_man_run_front_jump_1_0_8_0.6,castle,man,man,run_front_jump_1,0,8,0.6,
45,castle_man_man_run_front_jump_1_0_8_1.0,castle,man,man,run_front_jump_1,0,8,1,
46,castle_man_man_run_front_jump_1_90_2_0.2,castle,man,man,run_front_jump_1,90,2,0.2,
47,castle_man_man_run_front_jump_1_90_2_0.6,castle,man,man,run_front_jump_1,90,2,0.6,
48,castle_man_man_run_front_jump_1_90_2_1.0,castle,man,man,run_front_jump_1,90,2,1,
49,castle_man_man_run_front_jump_1_90_4_0.2,castle,man,man,run_front_jump_1,90,4,0.2,
50,castle_man_man_run_front_jump_1_90_4_0.6,castle,man,man,run_front_jump_1,90,4,0.6,
51,castle_man_man_run_front_jump_1_90_4_1.0,castle,man,man,run_front_jump_1,90,4,1,
52,castle_man_man_run_front_jump_1_90_8_0.2,castle,man,man,run_front_jump_1,90,8,0.2,
53,castle_man_man_run_front_jump_1_90_8_0.6,castle,man,man,run_front_jump_1,90,8,0.6,
54,castle_man_man_run_front_jump_1_90_8_1.0,castle,man,man,run_front_jump_1,90,8,1,
55,castle_man_man_run_front_jump_1_180_2_0.2,castle,man,man,run_front_jump_1,180,2,0.2,
56,castle_man_man_run_front_jump_1_180_2_0.6,castle,man,man,run_front_jump_1,180,2,0.6,
57,castle_man_man_run_front_jump_1_180_2_1.0,castle,man,man,run_front_jump_1,180,2,1,
58,castle_man_man_run_front_jump_1_180_4_0.2,castle,man,man,run_front_jump_1,180,4,0.2,
59,castle_man_man_run_front_jump_1_180_4_0.6,castle,man,man,run_front_jump_1,180,4,0.6,
60,castle_man_man_run_front_jump_1_180_4_1.0,castle,man,man,run_front_jump_1,180,4,1,
61,castle_man_man_run_front_jump_1_180_8_0.2,castle,man,man,run_front_jump_1,180,8,0.2,
62,castle_man_man_run_front_jump_1_180_8_0.6,castle,man,man,run_front_jump_1,180,8,0.6,
63,castle_man_man_run_front_jump_1_180_8_1.0,castle,man,man,run_front_jump_1,180,8,1,
64,castle_man_man_run_front_jump_1_270_2_0.2,castle,man,man,run_front_jump_1,270,2,0.2,
65,castle_man_man_run_front_jump_1_270_2_0.6,castle,man,man,run_front_jump_1,270,2,0.6,
66,castle_man_man_run_front_jump_1_270_2_1.0,castle,man,man,run_front_jump_1,270,2,1,
67,castle_man_man_run_front_jump_1_270_4_0.2,castle,man,man,run_front_jump_1,270,4,0.2,
68,castle_man_man_run_front_jump_1_270_4_0.6,castle,man,man,run_front_jump_1,270,4,0.6,
69,castle_man_man_run_front_jump_1_270_4_1.0,castle,man,man,run_front_jump_1,270,4,1,
70,castle_man_man_run_front_jump_1_270_8_0.2,castle,man,man,run_front_jump_1,270,8,0.2,
71,castle_man_man_run_front_jump_1_270_8_0.6,castle,man,man,run_front_jump_1,270,8,0.6,
72,castle_man_man_run_front_jump_1_270_8_1.0,castle,man,man,run_front_jump_1,270,8,1,
73,castle_man_man_stand_front_jump_5_0_2_0.2,castle,man,man,stand_front_jump_5,0,2,0.2,
74,castle_man_man_stand_front_jump_5_0_2_0.6,castle,man,man,stand_front_jump_5,0,2,0.6,
75,castle_man_man_stand_front_jump_5_0_2_1.0,castle,man,man,stand_front_jump_5,0,2,1,
76,castle_man_man_stand_front_jump_5_0_4_0.2,castle,man,man,stand_front_jump_5,0,4,0.2,
77,castle_man_man_stand_front_jump_5_0_4_0.6,castle,man,man,stand_front_jump_5,0,4,0.6,
78,castle_man_man_stand_front_jump_5_0_4_1.0,castle,man,man,stand_front_jump_5,0,4,1,
79,castle_man_man_stand_front_jump_5_0_8_0.2,castle,man,man,stand_front_jump_5,0,8,0.2,
80,castle_man_man_stand_front_jump_5_0_8_0.6,castle,man,man,stand_front_jump_5,0,8,0.6,
81,castle_man_man_stand_front_jump_5_0_8_1.0,castle,man,man,stand_front_jump_5,0,8,1,
82,castle_man_man_stand_front_jump_5_90_2_0.2,castle,man,man,stand_front_jump_5,90,2,0.2,
83,castle_man_man_stand_front_jump_5_90_2_0.6,castle,man,man,stand_front_jump_5,90,2,0.6,
84,castle_man_man_stand_front_jump_5_90_2_1.0,castle,man,man,stand_front_jump_5,90,2,1,
85,castle_man_man_stand_front_jump_5_90_4_0.2,castle,man,man,stand_front_jump_5,90,4,0.2,
86,castle_man_man_stand_front_jump_5_90_4_0.6,castle,man,man,stand_front_jump_5,90,4,0.6,
87,castle_man_man_stand_front_jump_5_90_4_1.0,castle,man,man,stand_front_jump_5,90,4,1,
88,castle_man_man_stand_front_jump_5_90_8_0.2,castle,man,man,stand_front_jump_5,90,8,0.2,
89,castle_man_man_stand_front_jump_5_90_8_0.6,castle,man,man,stand_front_jump_5,90,8,0.6,
90,castle_man_man_stand_front_jump_5_90_8_1.0,castle,man,man,stand_front_jump_5,90,8,1,
91,castle_man_man_stand_front_jump_5_180_2_0.2,castle,man,man,stand_front_jump_5,180,2,0.2,
92,castle_man_man_stand_front_jump_5_180_2_0.6,castle,man,man,stand_front_jump_5,180,2,0.6,
93,castle_man_man_stand_front_jump_5_180_2_1.0,castle,man,man,stand_front_jump_5,180,2,1,
94,castle_man_man_stand_front_jump_5_180_4_0.2,castle,man,man,stand_front_jump_5,180,4,0.2,
95,castle_man_man_stand_front_jump_5_180_4_0.6,castle,man,man,stand_front_jump_5,180,4,0.6,
96,castle_man_man_stand_front_jump_5_180_4_1.0,castle,man,man,stand_front_jump_5,180,4,1,
97,castle_man_man_stand_front_jump_5_180_8_0.2,castle,man,man,stand_front_jump_5,180,8,0.2,
98,castle_man_man_stand_front_jump_5_180_8_0.6,castle,man,man,stand_front_jump_5,180,8,0.6,
99,castle_man_man_stand_front_jump_5_180_8_1.0,castle,man,man,stand_front_jump_5,180,8,1,
100,castle_man_man_stand_front_jump_5_270_2_0.2,castle,man,man,stand_front_jump_5,270,2,0.2,
101,castle_man_man_stand_front_jump_5_270_2_0.6,castle,man,man,stand_front_jump_5,270,2,0.6,
102,castle_man_man_stand_front_jump_5_270_2_1.0,castle,man,man,stand_front_jump_5,270,2,1,
103,castle_man_man_stand_front_jump_5_270_4_0.2,castle,man,man,stand_front_jump_5,270,4,0.2,
104,castle_man_man_stand_front_jump_5_270_4_0.6,castle,man,man,stand_front_jump_5,270,4,0.6,
105,castle_man_man_stand_front_jump_5_270_4_1.0,castle,man,man,stand_front_jump_5,270,4,1,
106,castle_man_man_stand_front_jump_5_270_8_0.2,castle,man,man,stand_front_jump_5,270,8,0.2,
107,castle_man_man_stand_front_jump_5_270_8_0.6,castle,man,man,stand_front_jump_5,270,8,0.6,
108,castle_man_man_stand_front_jump_5_270_8_1.0,castle,man,man,stand_front_jump_5,270,8,1,
109,castle_man_man_interact_pickUp_04_0_2_0.2,castle,man,man,interact_pickUp_04,0,2,0.2,
110,castle_man_man_interact_pickUp_04_0_2_0.6,castle,man,man,interact_pickUp_04,0,2,0.6,
111,castle_man_man_interact_pickUp_04_0_2_1.0,castle,man,man,interact_pickUp_04,0,2,1,
112,castle_man_man_interact_pickUp_04_0_4_0.2,castle,man,man,interact_pickUp_04,0,4,0.2,
113,castle_man_man_interact_pickUp_04_0_4_0.6,castle,man,man,interact_pickUp_04,0,4,0.6,
114,castle_man_man_interact_pickUp_04_0_4_1.0,castle,man,man,interact_pickUp_04,0,4,1,
115,castle_man_man_interact_pickUp_04_0_8_0.2,castle,man,man,interact_pickUp_04,0,8,0.2,
116,castle_man_man_interact_pickUp_04_0_8_0.6,castle,man,man,interact_pickUp_04,0,8,0.6,
117,castle_man_man_interact_pickUp_04_0_8_1.0,castle,man,man,interact_pickUp_04,0,8,1,
118,castle_man_man_interact_pickUp_04_90_2_0.2,castle,man,man,interact_pickUp_04,90,2,0.2,
119,castle_man_man_interact_pickUp_04_90_2_0.6,castle,man,man,interact_pickUp_04,90,2,0.6,
120,castle_man_man_interact_pickUp_04_90_2_1.0,castle,man,man,interact_pickUp_04,90,2,1,
121,castle_man_man_interact_pickUp_04_90_4_0.2,castle,man,man,interact_pickUp_04,90,4,0.2,
122,castle_man_man_interact_pickUp_04_90_4_0.6,castle,man,man,interact_pickUp_04,90,4,0.6,
123,castle_man_man_interact_pickUp_04_90_4_1.0,castle,man,man,interact_pickUp_04,90,4,1,
124,castle_man_man_interact_pickUp_04_90_8_0.2,castle,man,man,interact_pickUp_04,90,8,0.2,
125,castle_man_man_interact_pickUp_04_90_8_0.6,castle,man,man,interact_pickUp_04,90,8,0.6,
126,castle_man_man_interact_pickUp_04_90_8_1.0,castle,man,man,interact_pickUp_04,90,8,1,
127,castle_man_man_interact_pickUp_04_180_2_0.2,castle,man,man,interact_pickUp_04,180,2,0.2,
128,castle_man_man_interact_pickUp_04_180_2_0.6,castle,man,man,interact_pickUp_04,180,2,0.6,
129,castle_man_man_interact_pickUp_04_180_2_1.0,castle,man,man,interact_pickUp_04,180,2,1,
130,castle_man_man_interact_pickUp_04_180_4_0.2,castle,man,man,interact_pickUp_04,180,4,0.2,
131,castle_man_man_interact_pickUp_04_180_4_0.6,castle,man,man,interact_pickUp_04,180,4,0.6,
132,castle_man_man_interact_pickUp_04_180_4_1.0,castle,man,man,interact_pickUp_04,180,4,1,
133,castle_man_man_interact_pickUp_04_180_8_0.2,castle,man,man,interact_pickUp_04,180,8,0.2,
134,castle_man_man_interact_pickUp_04_180_8_0.6,castle,man,man,interact_pickUp_04,180,8,0.6,
135,castle_man_man_interact_pickUp_04_180_8_1.0,castle,man,man,interact_pickUp_04,180,8,1,
136,castle_man_man_interact_pickUp_04_270_2_0.2,castle,man,man,interact_pickUp_04,270,2,0.2,
137,castle_man_man_interact_pickUp_04_270_2_0.6,castle,man,man,interact_pickUp_04,270,2,0.6,
138,castle_man_man_interact_pickUp_04_270_2_1.0,castle,man,man,interact_pickUp_04,270,2,1,
139,castle_man_man_interact_pickUp_04_270_4_0.2,castle,man,man,interact_pickUp_04,270,4,0.2,
140,castle_man_man_interact_pickUp_04_270_4_0.6,castle,man,man,interact_pickUp_04,270,4,0.6,
141,castle_man_man_interact_pickUp_04_270_4_1.0,castle,man,man,interact_pickUp_04,270,4,1,
142,castle_man_man_interact_pickUp_04_270_8_0.2,castle,man,man,interact_pickUp_04,270,8,0.2,
143,castle_man_man_interact_pickUp_04_270_8_0.6,castle,man,man,interact_pickUp_04,270,8,0.6,
144,castle_man_man_interact_pickUp_04_270_8_1.0,castle,man,man,interact_pickUp_04,270,8,1,
145,castle_man_man_stand_front_climb_1_0_2_0.2,castle,man,man,stand_front_climb_1,0,2,0.2,
146,castle_man_man_stand_front_climb_1_0_2_0.6,castle,man,man,stand_front_climb_1,0,2,0.6,
147,castle_man_man_stand_front_climb_1_0_2_1.0,castle,man,man,stand_front_climb_1,0,2,1,
148,castle_man_man_stand_front_climb_1_0_4_0.2,castle,man,man,stand_front_climb_1,0,4,0.2,
149,castle_man_man_stand_front_climb_1_0_4_0.6,castle,man,man,stand_front_climb_1,0,4,0.6,
150,castle_man_man_stand_front_climb_1_0_4_1.0,castle,man,man,stand_front_climb_1,0,4,1,
151,castle_man_man_stand_front_climb_1_0_8_0.2,castle,man,man,stand_front_climb_1,0,8,0.2,
152,castle_man_man_stand_front_climb_1_0_8_0.6,castle,man,man,stand_front_climb_1,0,8,0.6,
153,castle_man_man_stand_front_climb_1_0_8_1.0,castle,man,man,stand_front_climb_1,0,8,1,
154,castle_man_man_stand_front_climb_1_90_2_0.2,castle,man,man,stand_front_climb_1,90,2,0.2,
155,castle_man_man_stand_front_climb_1_90_2_0.6,castle,man,man,stand_front_climb_1,90,2,0.6,
156,castle_man_man_stand_front_climb_1_90_2_1.0,castle,man,man,stand_front_climb_1,90,2,1,
157,castle_man_man_stand_front_climb_1_90_4_0.2,castle,man,man,stand_front_climb_1,90,4,0.2,
158,castle_man_man_stand_front_climb_1_90_4_0.6,castle,man,man,stand_front_climb_1,90,4,0.6,
159,castle_man_man_stand_front_climb_1_90_4_1.0,castle,man,man,stand_front_climb_1,90,4,1,
160,castle_man_man_stand_front_climb_1_90_8_0.2,castle,man,man,stand_front_climb_1,90,8,0.2,
161,castle_man_man_stand_front_climb_1_90_8_0.6,castle,man,man,stand_front_climb_1,90,8,0.6,
162,castle_man_man_stand_front_climb_1_90_8_1.0,castle,man,man,stand_front_climb_1,90,8,1,
163,castle_man_man_stand_front_climb_1_180_2_0.2,castle,man,man,stand_front_climb_1,180,2,0.2,
164,castle_man_man_stand_front_climb_1_180_2_0.6,castle,man,man,stand_front_climb_1,180,2,0.6,
165,castle_man_man_stand_front_climb_1_180_2_1.0,castle,man,man,stand_front_climb_1,180,2,1,
166,castle_man_man_stand_front_climb_1_180_4_0.2,castle,man,man,stand_front_climb_1,180,4,0.2,
167,castle_man_man_stand_front_climb_1_180_4_0.6,castle,man,man,stand_front_climb_1,180,4,0.6,
168,castle_man_man_stand_front_climb_1_180_4_1.0,castle,man,man,stand_front_climb_1,180,4,1,
169,castle_man_man_stand_front_climb_1_180_8_0.2,castle,man,man,stand_front_climb_1,180,8,0.2,
170,castle_man_man_stand_front_climb_1_180_8_0.6,castle,man,man,stand_front_climb_1,180,8,0.6,
171,castle_man_man_stand_front_climb_1_180_8_1.0,castle,man,man,stand_front_climb_1,180,8,1,
172,castle_man_man_stand_front_climb_1_270_2_0.2,castle,man,man,stand_front_climb_1,270,2,0.2,
173,castle_man_man_stand_front_climb_1_270_2_0.6,castle,man,man,stand_front_climb_1,270,2,0.6,
174,castle_man_man_stand_front_climb_1_270_2_1.0,castle,man,man,stand_front_climb_1,270,2,1,
175,castle_man_man_stand_front_climb_1_270_4_0.2,castle,man,man,stand_front_climb_1,270,4,0.2,
176,castle_man_man_stand_front_climb_1_270_4_0.6,castle,man,man,stand_front_climb_1,270,4,0.6,
177,castle_man_man_stand_front_climb_1_270_4_1.0,castle,man,man,stand_front_climb_1,270,4,1,
178,castle_man_man_stand_front_climb_1_270_8_0.2,castle,man,man,stand_front_climb_1,270,8,0.2,
179,castle_man_man_stand_front_climb_1_270_8_0.6,castle,man,man,stand_front_climb_1,270,8,0.6,
180,castle_man_man_stand_front_climb_1_270_8_1.0,castle,man,man,stand_front_climb_1,270,8,1,
181,castle_man_man_stand_front_swing_4_0_2_0.2,castle,man,man,stand_front_swing_4,0,2,0.2,
182,castle_man_man_stand_front_swing_4_0_2_0.6,castle,man,man,stand_front_swing_4,0,2,0.6,
183,castle_man_man_stand_front_swing_4_0_2_1.0,castle,man,man,stand_front_swing_4,0,2,1,
184,castle_man_man_stand_front_swing_4_0_4_0.2,castle,man,man,stand_front_swing_4,0,4,0.2,
185,castle_man_man_stand_front_swing_4_0_4_0.6,castle,man,man,stand_front_swing_4,0,4,0.6,
186,castle_man_man_stand_front_swing_4_0_4_1.0,castle,man,man,stand_front_swing_4,0,4,1,
187,castle_man_man_stand_front_swing_4_0_8_0.2,castle,man,man,stand_front_swing_4,0,8,0.2,
188,castle_man_man_stand_front_swing_4_0_8_0.6,castle,man,man,stand_front_swing_4,0,8,0.6,
189,castle_man_man_stand_front_swing_4_0_8_1.0,castle,man,man,stand_front_swing_4,0,8,1,
190,castle_man_man_stand_front_swing_4_90_2_0.2,castle,man,man,stand_front_swing_4,90,2,0.2,
191,castle_man_man_stand_front_swing_4_90_2_0.6,castle,man,man,stand_front_swing_4,90,2,0.6,
192,castle_man_man_stand_front_swing_4_90_2_1.0,castle,man,man,stand_front_swing_4,90,2,1,
193,castle_man_man_stand_front_swing_4_90_4_0.2,castle,man,man,stand_front_swing_4,90,4,0.2,
194,castle_man_man_stand_front_swing_4_90_4_0.6,castle,man,man,stand_front_swing_4,90,4,0.6,
195,castle_man_man_stand_front_swing_4_90_4_1.0,castle,man,man,stand_front_swing_4,90,4,1,
196,castle_man_man_stand_front_swing_4_90_8_0.2,castle,man,man,stand_front_swing_4,90,8,0.2,
197,castle_man_man_stand_front_swing_4_90_8_0.6,castle,man,man,stand_front_swing_4,90,8,0.6,
198,castle_man_man_stand_front_swing_4_90_8_1.0,castle,man,man,stand_front_swing_4,90,8,1,
199,castle_man_man_stand_front_swing_4_180_2_0.2,castle,man,man,stand_front_swing_4,180,2,0.2,
200,castle_man_man_stand_front_swing_4_180_2_0.6,castle,man,man,stand_front_swing_4,180,2,0.6,
201,castle_man_man_stand_front_swing_4_180_2_1.0,castle,man,man,stand_front_swing_4,180,2,1,
202,castle_man_man_stand_front_swing_4_180_4_0.2,castle,man,man,stand_front_swing_4,180,4,0.2,
203,castle_man_man_stand_front_swing_4_180_4_0.6,castle,man,man,stand_front_swing_4,180,4,0.6,
204,castle_man_man_stand_front_swing_4_180_4_1.0,castle,man,man,stand_front_swing_4,180,4,1,
205,castle_man_man_stand_front_swing_4_180_8_0.2,castle,man,man,stand_front_swing_4,180,8,0.2,
206,castle_man_man_stand_front_swing_4_180_8_0.6,castle,man,man,stand_front_swing_4,180,8,0.6,
207,castle_man_man_stand_front_swing_4_180_8_1.0,castle,man,man,stand_front_swing_4,180,8,1,
208,castle_man_man_stand_front_swing_4_270_2_0.2,castle,man,man,stand_front_swing_4,270,2,0.2,
209,castle_man_man_stand_front_swing_4_270_2_0.6,castle,man,man,stand_front_swing_4,270,2,0.6,
210,castle_man_man_stand_front_swing_4_270_2_1.0,castle,man,man,stand_front_swing_4,270,2,1,
211,castle_man_man_stand_front_swing_4_270_4_0.2,castle,man,man,stand_front_swing_4,270,4,0.2,
212,castle_man_man_stand_front_swing_4_270_4_0.6,castle,man,man,stand_front_swing_4,270,4,0.6,
213,castle_man_man_stand_front_swing_4_270_4_1.0,castle,man,man,stand_front_swing_4,270,4,1,
214,castle_man_man_stand_front_swing_4_270_8_0.2,castle,man,man,stand_front_swing_4,270,8,0.2,
215,castle_man_man_stand_front_swing_4_270_8_0.6,castle,man,man,stand_front_swing_4,270,8,0.6,
216,castle_man_man_stand_front_swing_4_270_8_1.0,castle,man,man,stand_front_swing_4,270,8,1,
217,castle_man_man_stand_front_interact_2_0_2_0.2,castle,man,man,stand_front_interact_2,0,2,0.2,
218,castle_man_man_stand_front_interact_2_0_2_0.6,castle,man,man,stand_front_interact_2,0,2,0.6,
219,castle_man_man_stand_front_interact_2_0_2_1.0,castle,man,man,stand_front_interact_2,0,2,1,
220,castle_man_man_stand_front_interact_2_0_4_0.2,castle,man,man,stand_front_interact_2,0,4,0.2,
221,castle_man_man_stand_front_interact_2_0_4_0.6,castle,man,man,stand_front_interact_2,0,4,0.6,
222,castle_man_man_stand_front_interact_2_0_4_1.0,castle,man,man,stand_front_interact_2,0,4,1,
223,castle_man_man_stand_front_interact_2_0_8_0.2,castle,man,man,stand_front_interact_2,0,8,0.2,
224,castle_man_man_stand_front_interact_2_0_8_0.6,castle,man,man,stand_front_interact_2,0,8,0.6,
225,castle_man_man_stand_front_interact_2_0_8_1.0,castle,man,man,stand_front_interact_2,0,8,1,
226,castle_man_man_stand_front_interact_2_90_2_0.2,castle,man,man,stand_front_interact_2,90,2,0.2,
227,castle_man_man_stand_front_interact_2_90_2_0.6,castle,man,man,stand_front_interact_2,90,2,0.6,
228,castle_man_man_stand_front_interact_2_90_2_1.0,castle,man,man,stand_front_interact_2,90,2,1,
229,castle_man_man_stand_front_interact_2_90_4_0.2,castle,man,man,stand_front_interact_2,90,4,0.2,
230,castle_man_man_stand_front_interact_2_90_4_0.6,castle,man,man,stand_front_interact_2,90,4,0.6,
231,castle_man_man_stand_front_interact_2_90_4_1.0,castle,man,man,stand_front_interact_2,90,4,1,
232,castle_man_man_stand_front_interact_2_90_8_0.2,castle,man,man,stand_front_interact_2,90,8,0.2,
233,castle_man_man_stand_front_interact_2_90_8_0.6,castle,man,man,stand_front_interact_2,90,8,0.6,
234,castle_man_man_stand_front_interact_2_90_8_1.0,castle,man,man,stand_front_interact_2,90,8,1,
235,castle_man_man_stand_front_interact_2_180_2_0.2,castle,man,man,stand_front_interact_2,180,2,0.2,
236,castle_man_man_stand_front_interact_2_180_2_0.6,castle,man,man,stand_front_interact_2,180,2,0.6,
237,castle_man_man_stand_front_interact_2_180_2_1.0,castle,man,man,stand_front_interact_2,180,2,1,
238,castle_man_man_stand_front_interact_2_180_4_0.2,castle,man,man,stand_front_interact_2,180,4,0.2,
239,castle_man_man_stand_front_interact_2_180_4_0.6,castle,man,man,stand_front_interact_2,180,4,0.6,
240,castle_man_man_stand_front_interact_2_180_4_1.0,castle,man,man,stand_front_interact_2,180,4,1,
241,castle_man_man_stand_front_interact_2_180_8_0.2,castle,man,man,stand_front_interact_2,180,8,0.2,
242,castle_man_man_stand_front_interact_2_180_8_0.6,castle,man,man,stand_front_interact_2,180,8,0.6,
243,castle_man_man_stand_front_interact_2_180_8_1.0,castle,man,man,stand_front_interact_2,180,8,1,
244,castle_man_man_stand_front_interact_2_270_2_0.2,castle,man,man,stand_front_interact_2,270,2,0.2,
